filepath,filename,label
dataset\6024c8c25b913441612636e5\scraped_C8EIDH_1612890299736.jpg,scraped_C8EIDH_1612890299736.jpg,FrontLeft
dataset\5f7d9f310a72c9198002c173\scraped_oVHESC_1601871099569.jpg,scraped_oVHESC_1601871099569.jpg,Rear
dataset\6024c8225b913441612636d6\scraped_T2vkLP_1612867040551.jpg,scraped_T2vkLP_1612867040551.jpg,Front
dataset\5f896d8c0a72c9198003200f\scraped_cow6Ug_1602749085153.jpg,scraped_cow6Ug_1602749085153.jpg,RearRight
dataset\623c0fbeb098d00d5a410cca\fzsS4cYd0t_1646901782806.jpg,fzsS4cYd0t_1646901782806.jpg,FrontRight
dataset\623c1488b098d00d5a410cd2\rtSXoHE0TX_1648015401286.jpg,rtSXoHE0TX_1648015401286.jpg,RearLeft
dataset\623c0d46b098d00d5a410cc4\XBoc3OPGu2_1646890690650.jpg,XBoc3OPGu2_1646890690650.jpg,FrontLeft
dataset\5f7d914b0a72c9198002c118\scraped_ngU4Uu_1601875218340.jpg,scraped_ngU4Uu_1601875218340.jpg,FrontRight
dataset\6048965cbaef3f56aa246a82\scraped_ujfzdA_1614585882084.jpg,scraped_ujfzdA_1614585882084.jpg,Front
dataset\5f7d9e2c0a72c9198002c15f\scraped_9Un5ce_1601835656437.jpg,scraped_9Un5ce_1601835656437.jpg,Rear
dataset\623c0d46b098d00d5a410cc4\gsJ2cXzGlu_1646890763886.jpg,gsJ2cXzGlu_1646890763886.jpg,RearLeft
dataset\6024c8c25b913441612636e5\scraped_dgbxFD_1612891481450.jpg,scraped_dgbxFD_1612891481450.jpg,Rear
dataset\5f7d9e310a72c9198002c166\scraped_qP6uGs_1601880928581.jpg,scraped_qP6uGs_1601880928581.jpg,FrontLeft
dataset\6100fa057eb77b4a469eb1bd\mWnXOOTeVV_1627453905187.jpg,mWnXOOTeVV_1627453905187.jpg,FrontLeft
dataset\5f4dd0caf0b0b46649993480\scraped_jZOqq6_1598933857001.jpg,scraped_jZOqq6_1598933857001.jpg,RearRight
dataset\6024c8bf5b913441612636e2\scraped_RBMuQy_1612877819726.jpg,scraped_RBMuQy_1612877819726.jpg,RearRight
dataset\6024c6165b913441612636bf\scraped_MkgkFK_1612882186249.jpg,scraped_MkgkFK_1612882186249.jpg,Rear
dataset\6024c8225b913441612636d6\scraped_p2cIG2_1612865434514.jpg,scraped_p2cIG2_1612865434514.jpg,RearRight
dataset\5f7d914b0a72c9198002c118\scraped_Zi4xQT_1601874858689.jpeg,scraped_Zi4xQT_1601874858689.jpeg,Background
dataset\625e744db098d00d5a42a085\scraped_WopxWV_1649435064301.jpg,scraped_WopxWV_1649435064301.jpg,Front
dataset\625e744cb098d00d5a42a07b\scraped_KvRLZr_1649428022541.jpg,scraped_KvRLZr_1649428022541.jpg,FrontLeft
dataset\623c0d46b098d00d5a410cc4\MGZHJVajTd_1646890806712.jpg,MGZHJVajTd_1646890806712.jpg,Front
dataset\5f3e735459dc8c3bea8c485f\scraped_wpngTu_1597927510108.jpg,scraped_wpngTu_1597927510108.jpg,RearRight
dataset\5f7d9f310a72c9198002c173\scraped_snof7J_1601871808980.jpg,scraped_snof7J_1601871808980.jpg,RearRight
dataset\5f7d97090a72c9198002c121\scraped_1ipnqX_1601872187772.jpg,scraped_1ipnqX_1601872187772.jpg,RearRight
dataset\6048a0c1baef3f56aa246b22\scraped_lf53W7_1615010930783.jpg,scraped_lf53W7_1615010930783.jpg,Rear
dataset\623c0fbeb098d00d5a410cca\scraped_Znk4Bi_1648036664635.jpg,scraped_Znk4Bi_1648036664635.jpg,FrontLeft
dataset\60f02861cb62764ca538e095\g6pcTtPlLN_1626541081915.JPG,g6pcTtPlLN_1626541081915.JPG,RearRight
dataset\629066b62be4ea4a1515d238\scraped_MZz6O8_1653455522975.jpg,scraped_MZz6O8_1653455522975.jpg,RearRight
dataset\6048a0c1baef3f56aa246b22\scraped_g374NV_1615011007676.jpg,scraped_g374NV_1615011007676.jpg,Background
dataset\625e744cb098d00d5a42a07b\scraped_ea6mRl_1649428434364.jpg,scraped_ea6mRl_1649428434364.jpg,RearLeft
dataset\629066b62be4ea4a1515d238\scraped_ev4X45_1653455303664.jpg,scraped_ev4X45_1653455303664.jpg,Front
dataset\625e744db098d00d5a42a07f\scraped_9wkMOM_1649431176565.jpg,scraped_9wkMOM_1649431176565.jpg,FrontRight
dataset\60ed9b23cb62764ca538cd04\o7xz7eZY2b_1626184351359.JPG,o7xz7eZY2b_1626184351359.JPG,RearLeft
dataset\625e744db098d00d5a42a085\scraped_s3PYxX_1649435188350.jpg,scraped_s3PYxX_1649435188350.jpg,FrontLeft
dataset\6048a0c1baef3f56aa246b22\scraped_tnUHUu_1615007082376.jpg,scraped_tnUHUu_1615007082376.jpg,Background
dataset\629066b62be4ea4a1515d238\scraped_xjyMFb_1653455448172.jpg,scraped_xjyMFb_1653455448172.jpg,FrontRight
dataset\60e83e51cb62764ca538bd58\Q9uw3lKzxH_1625832955136.jpg,Q9uw3lKzxH_1625832955136.jpg,RearRight
dataset\6128ba767eb77b4a469ef528\scraped_08jjQa_1629094476602.jpg,scraped_08jjQa_1629094476602.jpg,RearLeft
dataset\629066b62be4ea4a1515d238\scraped_ZGwjku_1653455592345.jpg,scraped_ZGwjku_1653455592345.jpg,Rear
dataset\623c0fbeb098d00d5a410cca\RQqS1R8HTR_1646901763454.jpg,RQqS1R8HTR_1646901763454.jpg,FrontLeft
dataset\608fa62acb62764ca53746f4\scraped_p8ygS7_1619367897121.jpg,scraped_p8ygS7_1619367897121.jpg,RearRight
dataset\6024c7995b913441612636d4\scraped_RFee3I_1612890900526.jpg,scraped_RFee3I_1612890900526.jpg,Front
dataset\629066b62be4ea4a1515d238\scraped_GHeARe_1653455395269.jpg,scraped_GHeARe_1653455395269.jpg,FrontRight
dataset\625e744db098d00d5a42a085\scraped_OugSdZ_1649435107718.jpg,scraped_OugSdZ_1649435107718.jpg,FrontRight
dataset\6128ba757eb77b4a469ef522\scraped_TXrwSR_1627291291525.jpg,scraped_TXrwSR_1627291291525.jpg,Front
dataset\5f7d9f290a72c9198002c168\scraped_goMDKM_1601832201446.jpg,scraped_goMDKM_1601832201446.jpg,RearLeft
dataset\5f7d9e2c0a72c9198002c15f\scraped_JNvwFP_1601831076852.jpg,scraped_JNvwFP_1601831076852.jpg,FrontLeft
dataset\5f896d8c0a72c9198003200f\scraped_MsAN35_1602748556578.jpg,scraped_MsAN35_1602748556578.jpg,FrontRight
dataset\5f7d9f310a72c9198002c173\scraped_JbUc8L_1601871191043.jpg,scraped_JbUc8L_1601871191043.jpg,RearRight
dataset\5f7d9f310a72c9198002c173\scraped_lXCwDZ_1601870250447.jpg,scraped_lXCwDZ_1601870250447.jpg,RearLeft
dataset\608fa62acb62764ca53746f4\scraped_DDrBa0_1619367916602.jpg,scraped_DDrBa0_1619367916602.jpg,FrontRight
dataset\5f9fc58d7b1f9f1ed7b85a11\scraped_RtwhX8_1604262581713.jpg,scraped_RtwhX8_1604262581713.jpg,RearLeft
dataset\625e744db098d00d5a42a07f\scraped_lzJIdM_1649431089880.jpg,scraped_lzJIdM_1649431089880.jpg,RearRight
dataset\60ed9b23cb62764ca538cd04\hwHLgs3ekd_1626184372720.JPG,hwHLgs3ekd_1626184372720.JPG,FrontRight
dataset\603de3ecbaef3f56aa242120\scraped_OMdafQ_1614594848883.jpg,scraped_OMdafQ_1614594848883.jpg,RearRight
dataset\5f805e980a72c9198002c1b0\scraped_cvbw11_1601841261963.png,scraped_cvbw11_1601841261963.png,Rear
dataset\5f4dd0caf0b0b46649993480\scraped_sZha1A_1598934143838.jpg,scraped_sZha1A_1598934143838.jpg,FrontRight
dataset\625e744db098d00d5a42a085\scraped_Yx4NLD_1649435048384.jpg,scraped_Yx4NLD_1649435048384.jpg,FrontRight
dataset\60d01e4ecb62764ca5386287\scraped_8bzExf_1623700763640.jpeg,scraped_8bzExf_1623700763640.jpeg,Background
dataset\5f7d808d0a72c9198002c10b\scraped_qJsm3b_1601831887185.jpg,scraped_qJsm3b_1601831887185.jpg,RearRight
dataset\625e744cb098d00d5a42a07b\scraped_5wF2yL_1649428472603.jpg,scraped_5wF2yL_1649428472603.jpg,RearRight
dataset\6070519abaef3f56aa24cf39\scraped_AIeZj1_1617827677844.jpg,scraped_AIeZj1_1617827677844.jpg,Front
dataset\5f7d914b0a72c9198002c118\scraped_0dzBpr_1601876091552.jpeg,scraped_0dzBpr_1601876091552.jpeg,Background
dataset\61111d667eb77b4a469ec270\Q2jgYI8oJf_1628511478435.jpg,Q2jgYI8oJf_1628511478435.jpg,RearLeft
dataset\625e744db098d00d5a42a07f\scraped_EHYYmW_1649431615413.jpg,scraped_EHYYmW_1649431615413.jpg,Rear
dataset\61111d667eb77b4a469ec270\9hnXQno1Kn_1628511479885.jpg,9hnXQno1Kn_1628511479885.jpg,FrontLeft
dataset\623c1488b098d00d5a410cd2\z2TTwFKIUW_1648015239063.jpg,z2TTwFKIUW_1648015239063.jpg,RearRight
dataset\6024c8bf5b913441612636e2\scraped_Uw1EY2_1612869977324.jpg,scraped_Uw1EY2_1612869977324.jpg,FrontRight
dataset\623c1488b098d00d5a410cd2\2bnYY7zS1O_1648015242958.jpg,2bnYY7zS1O_1648015242958.jpg,Rear
dataset\5f805e980a72c9198002c1b0\scraped_xFboEk_1601841614111.jpeg,scraped_xFboEk_1601841614111.jpeg,FrontLeft
dataset\6048a0c8baef3f56aa246b28\scraped_9Kl2kM_1615048537040.jpg,scraped_9Kl2kM_1615048537040.jpg,Background
dataset\60ff9bc17eb77b4a469eb00c\XlDzQFDZRo_1627455059806.jpg,XlDzQFDZRo_1627455059806.jpg,Rear
dataset\60d01e4ecb62764ca5386287\scraped_yaCnST_1623700779678.jpeg,scraped_yaCnST_1623700779678.jpeg,FrontRight
dataset\5e9112c35026365e15eb871b\IMG_20200219_171002_1586530533423.jpeg,IMG_20200219_171002_1586530533423.jpeg,FrontRight
dataset\6124bc827eb77b4a469ef1c0\scraped_wUGQOR_1626956012985.jpg,scraped_wUGQOR_1626956012985.jpg,FrontLeft
dataset\6124bc827eb77b4a469ef1c0\scraped_B3gDRA_1627287349256.jpg,scraped_B3gDRA_1627287349256.jpg,Rear
dataset\625e74e3b098d00d5a42a08b\scraped_7gHLDn_1649439606927.jpg,scraped_7gHLDn_1649439606927.jpg,RearRight
dataset\6090de01cb62764ca53766bb\scraped_rXQLS6_1620080989348.jpg,scraped_rXQLS6_1620080989348.jpg,RearRight
dataset\60d40582cb62764ca5387ab4\scraped_yM97Km_1624383275291.jpg,scraped_yM97Km_1624383275291.jpg,FrontLeft
dataset\625e744cb098d00d5a42a07b\scraped_rJhLsw_1649427981269.jpg,scraped_rJhLsw_1649427981269.jpg,RearRight
dataset\625e744cb098d00d5a42a07b\scraped_rvBzjU_1649428066252.jpg,scraped_rvBzjU_1649428066252.jpg,FrontRight
dataset\61012c667eb77b4a469eb5b1\1Am2cFmvb7_1627466846614.jpg,1Am2cFmvb7_1627466846614.jpg,FrontRight
dataset\623c0fbeb098d00d5a410cca\zM4zufqtaa_1646901786567.jpg,zM4zufqtaa_1646901786567.jpg,FrontLeft
dataset\61012c667eb77b4a469eb5b1\RKMZAAKFZ7_1627644877911.jpg,RKMZAAKFZ7_1627644877911.jpg,FrontLeft
dataset\625e744db098d00d5a42a085\scraped_cgTW09_1649435181582.jpg,scraped_cgTW09_1649435181582.jpg,FrontLeft
dataset\6090de01cb62764ca53766bb\scraped_fJoWM9_1620081096812.jpg,scraped_fJoWM9_1620081096812.jpg,FrontLeft
dataset\623c0d46b098d00d5a410cc4\Hc4FNUfmrF_1646890811085.jpg,Hc4FNUfmrF_1646890811085.jpg,RearRight
dataset\60add433cb62764ca5382848\scraped_kGojPb_1621972187906.jpg,scraped_kGojPb_1621972187906.jpg,RearRight
dataset\60ed9b23cb62764ca538cd04\a05vOCMj1R_1626184353902.JPG,a05vOCMj1R_1626184353902.JPG,FrontRight
dataset\623c0d46b098d00d5a410cc4\9euI9oQ589_1646890830009.jpg,9euI9oQ589_1646890830009.jpg,RearRight
dataset\5f7d9e310a72c9198002c166\scraped_oFZw7I_1601883485869.jpg,scraped_oFZw7I_1601883485869.jpg,FrontRight
dataset\5f7d97090a72c9198002c121\scraped_lBB4Ef_1601872611560.jpg,scraped_lBB4Ef_1601872611560.jpg,FrontRight
dataset\625e744db098d00d5a42a085\scraped_0ZEK4q_1649435024585.jpg,scraped_0ZEK4q_1649435024585.jpg,FrontRight
dataset\6090de01cb62764ca53766bb\scraped_K5AmSR_1620080879383.jpg,scraped_K5AmSR_1620080879383.jpg,RearLeft
dataset\6048965cbaef3f56aa246a82\scraped_MkEqYz_1614588699884.jpg,scraped_MkEqYz_1614588699884.jpg,Front
dataset\6100fa057eb77b4a469eb1bd\FeAqK0282D_1627453967095.jpg,FeAqK0282D_1627453967095.jpg,FrontRight
